## header:
##   title: Th232(p,x) nuclear model parameters
##   source: TALYS-2.2
##   user: Arjan Koning
##   date: 2026-01-14
##   format: YANDF-0.4
## target:
##   Z: 90
##   A: 232
##   nuclide: Th232 
## residual:
##   Z: 91
##   A: 233
##   nuclide: Pa233 
## parameters: 
##   level density
a                91 233  14.75839
aadjust          91 233   1.00000
gammald          91 233   0.07697
pair             91 233   0.78615
Exmatch          89 229   3.91822   0
Tadjust          89 229   1.00000   0
E0adjust         89 229   1.00000   0
Exmatchadjust    89 229   1.00000   0
Ntop             89 229   8   0
Nlow             89 229   3   0
s2adjust         89 229   1.00000   0
ctable           89 229   0.00000   0
ptable           89 229   0.00000   0
ctableadjust     89 229   0.00000   0
ptableadjust     89 229   0.00000   0
Ufermi           89 229  30.00000   0
cfermi           89 229   5.00000   0
Krotconstant     89 229   1.00000   0
Pshift           89 229   0.00000   1
Pshiftadjust     89 229   0.00000   1
deltaW           89 229   1.50000   1
T                89 229   0.32910   1
E0               89 229   0.00002   1
Exmatch          89 229   2.49005   1
Tadjust          89 229   1.00000   1
E0adjust         89 229   1.00000   1
Exmatchadjust    89 229   1.00000   1
Ntop             89 229   1   1
Nlow             89 229   0   1
s2adjust         89 229   1.00000   1
ctable           89 229   0.00000   1
ptable           89 229   0.00000   1
ctableadjust     89 229   0.00000   1
ptableadjust     89 229   0.00000   1
Ufermi           89 229  45.00000   1
cfermi           89 229   5.00000   1
Krotconstant     89 229   1.00000   1
Pshift           89 229   0.00000   2
Pshiftadjust     89 229   0.00000   2
deltaW           89 229   0.60000   2
T                89 229   0.34151   2
E0               89 229   0.00004   2
Exmatch          89 229   2.45574   2
Tadjust          89 229   1.00000   2
E0adjust         89 229   1.00000   2
Exmatchadjust    89 229   1.00000   2
Ntop             89 229   1   2
Nlow             89 229   0   2
s2adjust         89 229   1.00000   2
ctable           89 229   0.00000   2
ptable           89 229   0.00000   2
ctableadjust     89 229   0.00000   2
ptableadjust     89 229   0.00000   2
Ufermi           89 229  45.00000   2
cfermi           89 229   5.00000   2
Krotconstant     89 229   1.00000   2
Pshift           89 229   0.00000   3
Pshiftadjust     89 229   0.00000   3
deltaW           89 229   0.60000   3
T                89 229   0.33936   3
E0               89 229   0.00004   3
Exmatch          89 229   2.42210   3
Tadjust          89 229   1.00000   3
E0adjust         89 229   1.00000   3
Exmatchadjust    89 229   1.00000   3
Ntop             89 229   1   3
Nlow             89 229   0   3
s2adjust         89 229   1.00000   3
ctable           89 229   0.00000   3
ptable           89 229   0.00000   3
ctableadjust     89 229   0.00000   3
ptableadjust     89 229   0.00000   3
Ufermi           89 229  45.00000   3
cfermi           89 229   5.00000   3
Krotconstant     89 229   1.00000   3
g                89 229  15.26667
gp               89 229   5.93333
gn               89 229   9.33333
gnadjust         89 229   1.00000
gpadjust         89 229   1.00000
gadjust          89 229   1.00000
Risomer          89 229   1.00000
## parameters: 
##   photon strength function
gamgam           89 229   0.00000
gamgamadjust     89 229   1.00000
etable           89 229   0.00000 E1
ftable           89 229   1.00000 E1
wtable           89 229   1.00000 E1
etableadjust     89 229   0.00000 E1
ftableadjust     89 229   1.00000 E1
wtableadjust     89 229   1.00000 E1
upbendc          89 229 3.50000E-08 M1
upbende          89 229 8.00000E-01 M1
upbendf          89 229 6.00000E+00 M1
upbendcadjust    89 229 1.00000E+00 M1
upbendeadjust    89 229 1.00000E+00 M1
upbendfadjust    89 229 1.00000E+00 M1
sgr              89 229   2.777 M1
egr              89 229   7.277 M1
ggr              89 229   4.000 M1
sgradjust        89 229   1.000 M1
egradjust        89 229   1.000 M1
ggradjust        89 229   1.000 M1
etable           89 229   0.00000 E2
ftable           89 229   1.00000 E2
wtable           89 229   1.00000 E2
etableadjust     89 229   0.00000 E2
ftableadjust     89 229   1.00000 E2
wtableadjust     89 229   1.00000 E2
upbendc          89 229 0.00000E+00 M2
upbende          89 229 0.00000E+00 M2
upbendf          89 229 0.00000E+00 M2
upbendcadjust    89 229 1.00000E+00 M2
upbendeadjust    89 229 1.00000E+00 M2
upbendfadjust    89 229 1.00000E+00 M2
sgr              89 229   0.002 M2
egr              89 229   7.277 M2
ggr              89 229   4.000 M2
sgradjust        89 229   1.000 M2
egradjust        89 229   1.000 M2
ggradjust        89 229   1.000 M2
##
## parameters: 
##   fission
##
betafiscor       89 229   1.00000
vfiscor          89 229   1.00000
rmiufiscor       89 229   1.00000
betafiscoradjust   89 229   1.00000
vfiscoradjust    89 229   1.00000
rmiufiscoradjust   89 229   1.00000
bdamp            89 229   0.01000  1
bdampadjust      89 229   1.00000  1
class2width      89 229   0.20000  1
Rtransmom        89 229   0.60000  1
Rclass2mom       89 229   1.00000  1
bdamp            89 229   0.01000  2
bdampadjust      89 229   1.00000  2
class2width      89 229   0.20000  2
Rtransmom        89 229   1.00000  2
Rclass2mom       89 229   1.00000  2
bdamp            89 229   0.01000  3
bdampadjust      89 229   1.00000  3
Rtransmom        89 229   1.00000  3
Rclass2mom       89 229   1.00000  3
## residual:
##   Z: 91
##   A: 231
##   nuclide: Pa231 
## parameters: 
##   level density
a                91 231  16.02847
aadjust          91 231   1.00000
gammald          91 231   0.07719
pair             91 231   0.78954
Pshift           91 231   0.00000   0
Pshiftadjust     91 231   0.00000   0
deltaW           91 231   3.11549   0
T                91 231   0.40901   0
E0               91 231  -1.20911   0
Exmatch          91 231   4.18499   0
Tadjust          91 231   1.00000   0
E0adjust         91 231   1.00000   0
Exmatchadjust    91 231   1.00000   0
Ntop             91 231  34   0
Nlow             91 231   7   0
s2adjust         91 231   1.00000   0
ctable           91 231   0.00000   0
ptable           91 231   0.00000   0
ctableadjust     91 231   0.00000   0
ptableadjust     91 231   0.00000   0
Ufermi           91 231  30.00000   0
cfermi           91 231   5.00000   0
Krotconstant     91 231   1.00000   0
Pshift           91 231   0.00000   1
Pshiftadjust     91 231   0.00000   1
deltaW           91 231   1.50000   1
T                91 231   0.32579   1
E0               91 231   0.00001   1
Exmatch          91 231   2.46255   1
Tadjust          91 231   1.00000   1
E0adjust         91 231   1.00000   1
Exmatchadjust    91 231   1.00000   1
Ntop             91 231   1   1
Nlow             91 231   0   1
s2adjust         91 231   1.00000   1
ctable           91 231   0.00000   1
ptable           91 231   0.00000   1
ctableadjust     91 231   0.00000   1
ptableadjust     91 231   0.00000   1
Ufermi           91 231  45.00000   1
cfermi           91 231   5.00000   1
Krotconstant     91 231   1.00000   1
Pshift           91 231   0.00000   2
Pshiftadjust     91 231   0.00000   2
deltaW           91 231   0.60000   2
T                91 231   0.33798   2
E0               91 231   0.00003   2
Exmatch          91 231   2.42656   2
Tadjust          91 231   1.00000   2
E0adjust         91 231   1.00000   2
Exmatchadjust    91 231   1.00000   2
Ntop             91 231   1   2
Nlow             91 231   0   2
s2adjust         91 231   1.00000   2
ctable           91 231   0.00000   2
ptable           91 231   0.00000   2
ctableadjust     91 231   0.00000   2
ptableadjust     91 231   0.00000   2
Ufermi           91 231  45.00000   2
cfermi           91 231   5.00000   2
Krotconstant     91 231   1.00000   2
Pshift           91 231   0.00000   3
Pshiftadjust     91 231   0.00000   3
deltaW           91 231   0.60000   3
T                91 231   0.33584   3
E0               91 231   0.00003   3
Exmatch          91 231   2.39312   3
Tadjust          91 231   1.00000   3
E0adjust         91 231   1.00000   3
Exmatchadjust    91 231   1.00000   3
Ntop             91 231   1   3
Nlow             91 231   0   3
s2adjust         91 231   1.00000   3
ctable           91 231   0.00000   3
ptable           91 231   0.00000   3
ctableadjust     91 231   0.00000   3
ptableadjust     91 231   0.00000   3
Ufermi           91 231  45.00000   3
cfermi           91 231   5.00000   3
Krotconstant     91 231   1.00000   3
g                91 231  15.40000
gp               91 231   6.06667
gn               91 231   9.33333
gnadjust         91 231   1.00000
gpadjust         91 231   1.00000
gadjust          91 231   1.00000
Risomer          91 231   1.00000
## parameters: 
##   photon strength function
gamgam           91 231   0.00000
gamgamadjust     91 231   1.00000
etable           91 231   0.00000 E1
ftable           91 231   1.00000 E1
wtable           91 231   1.00000 E1
etableadjust     91 231   0.00000 E1
ftableadjust     91 231   1.00000 E1
wtableadjust     91 231   1.00000 E1
upbendc          91 231 3.50000E-08 M1
upbende          91 231 8.00000E-01 M1
upbendf          91 231 6.00000E+00 M1
upbendcadjust    91 231 1.00000E+00 M1
upbendeadjust    91 231 1.00000E+00 M1
upbendfadjust    91 231 1.00000E+00 M1
sgr              91 231   2.798 M1
egr              91 231   7.267 M1
ggr              91 231   4.000 M1
sgradjust        91 231   1.000 M1
egradjust        91 231   1.000 M1
ggradjust        91 231   1.000 M1
etable           91 231   0.00000 E2
ftable           91 231   1.00000 E2
wtable           91 231   1.00000 E2
etableadjust     91 231   0.00000 E2
ftableadjust     91 231   1.00000 E2
wtableadjust     91 231   1.00000 E2
upbendc          91 231 0.00000E+00 M2
upbende          91 231 0.00000E+00 M2
upbendf          91 231 0.00000E+00 M2
upbendcadjust    91 231 1.00000E+00 M2
upbendeadjust    91 231 1.00000E+00 M2
upbendfadjust    91 231 1.00000E+00 M2
sgr              91 231   0.002 M2
egr              91 231   7.267 M2
ggr              91 231   4.000 M2
sgradjust        91 231   1.000 M2
egradjust        91 231   1.000 M2
ggradjust        91 231   1.000 M2
##
## parameters: 
##   fission
##
betafiscor       91 231   1.00000
vfiscor          91 231   1.00000
rmiufiscor       91 231   1.00000
betafiscoradjust   91 231   1.00000
vfiscoradjust    91 231   1.00000
rmiufiscoradjust   91 231   1.00000
bdamp            91 231   0.01000  1
bdampadjust      91 231   1.00000  1
class2width      91 231   0.20000  1
Rtransmom        91 231   0.60000  1
Rclass2mom       91 231   1.00000  1
bdamp            91 231   0.01000  2
bdampadjust      91 231   1.00000  2
class2width      91 231   0.20000  2
Rtransmom        91 231   1.00000  2
Rclass2mom       91 231   1.00000  2
bdamp            91 231   0.01000  3
bdampadjust      91 231   1.00000  3
Rtransmom        91 231   1.00000  3
Rclass2mom       91 231   1.00000  3
## residual:
##   Z: 90
##   A: 229
##   nuclide: Th229 
## parameters: 
##   level density
a                90 229  17.58318
aadjust          90 229   1.00000
gammald          90 229   0.07741
pair             90 229   0.79298
Pshift           90 229   0.00000   0
Pshiftadjust     90 229   0.00000   0
deltaW           90 229   3.25535   0
T                90 229   0.39797   0
E0               90 229  -1.28214   0
Exmatch          90 229   4.25285   0
Tadjust          90 229   1.00000   0
E0adjust         90 229   1.00000   0
Exmatchadjust    90 229   1.00000   0
Ntop             90 229  19   0
Nlow             90 229   5   0
s2adjust         90 229   1.00000   0
ctable           90 229   0.00000   0
ptable           90 229   0.00000   0
ctableadjust     90 229   0.00000   0
ptableadjust     90 229   0.00000   0
Ufermi           90 229  30.00000   0
cfermi           90 229   5.00000   0
Krotconstant     90 229   1.00000   0
Pshift           90 229   0.00000   1
Pshiftadjust     90 229   0.00000   1
deltaW           90 229   1.50000   1
T                90 229   0.31412   1
E0               90 229   0.00003   1
Exmatch          90 229   2.46074   1
Tadjust          90 229   1.00000   1
E0adjust         90 229   1.00000   1
Exmatchadjust    90 229   1.00000   1
Ntop             90 229   1   1
Nlow             90 229   0   1
s2adjust         90 229   1.00000   1
ctable           90 229   0.00000   1
ptable           90 229   0.00000   1
ctableadjust     90 229   0.00000   1
ptableadjust     90 229   0.00000   1
Ufermi           90 229  45.00000   1
cfermi           90 229   5.00000   1
Krotconstant     90 229   1.00000   1
Pshift           90 229   0.00000   2
Pshiftadjust     90 229   0.00000   2
deltaW           90 229   0.60000   2
T                90 229   0.32592   2
E0               90 229   0.00000   2
Exmatch          90 229   2.42884   2
Tadjust          90 229   1.00000   2
E0adjust         90 229   1.00000   2
Exmatchadjust    90 229   1.00000   2
Ntop             90 229   1   2
Nlow             90 229   0   2
s2adjust         90 229   1.00000   2
ctable           90 229   0.00000   2
ptable           90 229   0.00000   2
ctableadjust     90 229   0.00000   2
ptableadjust     90 229   0.00000   2
Ufermi           90 229  45.00000   2
cfermi           90 229   5.00000   2
Krotconstant     90 229   1.00000   2
Pshift           90 229   0.00000   3
Pshiftadjust     90 229   0.00000   3
deltaW           90 229   0.60000   3
T                90 229   0.32392   3
E0               90 229   0.00001   3
Exmatch          90 229   2.39705   3
Tadjust          90 229   1.00000   3
E0adjust         90 229   1.00000   3
Exmatchadjust    90 229   1.00000   3
Ntop             90 229   1   3
Nlow             90 229   0   3
s2adjust         90 229   1.00000   3
ctable           90 229   0.00000   3
ptable           90 229   0.00000   3
ctableadjust     90 229   0.00000   3
ptableadjust     90 229   0.00000   3
Ufermi           90 229  45.00000   3
cfermi           90 229   5.00000   3
Krotconstant     90 229   1.00000   3
D0               90 229 5.00000E+00
g                90 229  15.26667
gp               90 229   6.00000
gn               90 229   9.26667
gnadjust         90 229   1.00000
gpadjust         90 229   1.00000
gadjust          90 229   1.00000
Risomer          90 229   1.00000
## parameters: 
##   photon strength function
gamgam           90 229   0.00004
gamgamadjust     90 229   1.00000
etable           90 229   0.00000 E1
ftable           90 229   1.00000 E1
wtable           90 229   1.00000 E1
etableadjust     90 229   0.00000 E1
ftableadjust     90 229   1.00000 E1
wtableadjust     90 229   1.00000 E1
upbendc          90 229 3.50000E-08 M1
upbende          90 229 8.00000E-01 M1
upbendf          90 229 6.00000E+00 M1
upbendcadjust    90 229 1.00000E+00 M1
upbendeadjust    90 229 1.00000E+00 M1
upbendfadjust    90 229 1.00000E+00 M1
sgr              90 229   2.777 M1
egr              90 229   7.277 M1
ggr              90 229   4.000 M1
sgradjust        90 229   1.000 M1
egradjust        90 229   1.000 M1
ggradjust        90 229   1.000 M1
etable           90 229   0.00000 E2
ftable           90 229   1.00000 E2
wtable           90 229   1.00000 E2
etableadjust     90 229   0.00000 E2
ftableadjust     90 229   1.00000 E2
